Pokemon,Usage,Snapshot
Flutter Mane,39.62177,2022-11
Palafin,35.679,2022-11
Great Tusk,30.36745,2022-11
Chien-Pao,26.97171,2022-11
Gholdengo,24.93026,2022-11
Corviknight,22.21795,2022-11
Glimmora,19.65952,2022-11
Roaring Moon,19.30054,2022-11
Clodsire,17.40272,2022-11
Kingambit,15.8787,2022-11
Chi-Yu,15.80205,2022-11
Cyclizar,15.07761,2022-11
Iron Bundle,14.31153,2022-11
Scizor,11.50495,2022-11
Iron Treads,11.33582,2022-11
Iron Valiant,11.31955,2022-11
Breloom,9.88764,2022-11
Houndstone,9.63619,2022-11
Dragapult,9.49656,2022-11
Lokix,8.48775,2022-11
Baxcalibur,8.26078,2022-11
Garchomp,7.80626,2022-11
Meowscarada,7.63729,2022-11
Grimmsnarl,7.07395,2022-11
Toxapex,6.74169,2022-11
Dragonite,6.61999,2022-11
Amoonguss,6.56976,2022-11
Ditto,6.43207,2022-11
Torkoal,6.41057,2022-11
Garganacl,6.34171,2022-11
Ting-Lu,6.18788,2022-11
Dondozo,6.08195,2022-11
Ceruledge,5.98036,2022-11
Tyranitar,5.94859,2022-11
Iron Moth,5.80722,2022-11
Skeledirge,5.73353,2022-11
Orthworm,5.36547,2022-11
Maushold,5.31415,2022-11
Volcarona,5.30278,2022-11
Quaquaval,5.14211,2022-11
Annihilape,5.00182,2022-11
Iron Hands,4.78768,2022-11
Rotom-Wash,4.03543,2022-11
Hippowdon,3.67461,2022-11
Pelipper,3.16119,2022-11
Blissey,3.02055,2022-11
Slowking,2.9558,2022-11
Slither Wing,2.70332,2022-11
Mimikyu,2.61039,2022-11
Quagsire,2.55658,2022-11
Espathra,2.50557,2022-11
Hatterene,2.45555,2022-11
Tinkaton,2.44111,2022-11
Magnezone,2.17279,2022-11
Kilowattrel,2.16993,2022-11
Azumarill,2.09653,2022-11
Sandy Shocks,1.99757,2022-11
Cetitan,1.95712,2022-11
Iron Thorns,1.76077,2022-11
Scream Tail,1.75851,2022-11
Armarouge,1.74809,2022-11
Iron Jugulis,1.68095,2022-11
Scovillain,1.54344,2022-11
Gyarados,1.49765,2022-11
Toedscruel,1.37493,2022-11
Masquerain,1.3364,2022-11
Pincurchin,1.25339,2022-11
Gallade,1.22098,2022-11
Wo-Chien,1.19798,2022-11
Avalugg,1.19194,2022-11
Barraskewda,1.12256,2022-11
Pawmot,1.03075,2022-11
Chansey,1.00645,2022-11
Cloyster,0.94859,2022-11
Brute Bonnet,0.94396,2022-11
Arboliva,0.93993,2022-11
Gastrodon,0.90905,2022-11
Forretress,0.8893,2022-11
Slowbro,0.87269,2022-11
Dudunsparce,0.80552,2022-11
Revavroom,0.80391,2022-11
Spidops,0.76555,2022-11
Hydreigon,0.74617,2022-11
Hawlucha,0.73852,2022-11
Alomomola,0.73355,2022-11
Arcanine,0.68033,2022-11
Grafaiai,0.68019,2022-11
Flamigo,0.64369,2022-11
Abomasnow,0.63399,2022-11
Tauros-Paldea-Fire,0.59066,2022-11
Bellibolt,0.58486,2022-11
Lycanroc-Dusk,0.56739,2022-11
Veluza,0.56649,2022-11
Tauros-Paldea-Water,0.52739,2022-11
Dachsbun,0.52596,2022-11
Klefki,0.49806,2022-11
Brambleghast,0.46909,2022-11
Espeon,0.45519,2022-11
Rotom-Heat,0.45366,2022-11
Tatsugiri,0.42446,2022-11
Bisharp,0.41365,2022-11
Lucario,0.41247,2022-11
Bronzong,0.40977,2022-11
Polteageist,0.40025,2022-11
Talonflame,0.39374,2022-11
Gengar,0.37943,2022-11
Toxtricity,0.37926,2022-11
Florges,0.33934,2022-11
Sylveon,0.33378,2022-11
Bombirdier,0.32124,2022-11
Drednaw,0.32003,2022-11
Salamence,0.31765,2022-11
Umbreon,0.31377,2022-11
Sableye,0.31013,2022-11
Indeedee,0.29992,2022-11
Zoroark,0.28817,2022-11
Vaporeon,0.28094,2022-11
Gardevoir,0.27395,2022-11
Golduck,0.25892,2022-11
Staraptor,0.24849,2022-11
Lycanroc,0.24488,2022-11
Beartic,0.24237,2022-11
Farigiraf,0.24194,2022-11
Drifblim,0.23675,2022-11
Jolteon,0.23657,2022-11
Goodra,0.22783,2022-11
Muk,0.22747,2022-11
Indeedee-F,0.22162,2022-11
Klawf,0.20574,2022-11
Mabosstiff,0.19755,2022-11
Eelektross,0.18618,2022-11
Mismagius,0.16699,2022-11
Frosmoth,0.16502,2022-11
Noivern,0.16124,2022-11
Dunsparce,0.15305,2022-11
Lilligant,0.1492,2022-11
Froslass,0.13572,2022-11
Basculin,0.1331,2022-11
Appletun,0.11834,2022-11
Weavile,0.11555,2022-11
Salazzle,0.1146,2022-11
Dugtrio,0.11383,2022-11
Donphan,0.11153,2022-11
Sandaconda,0.09103,2022-11
Rotom-Mow,0.08319,2022-11
Cryogonal,0.08317,2022-11
Tsareena,0.08066,2022-11
Cacturne,0.07817,2022-11
Hariyama,0.07668,2022-11
Dragalge,0.07284,2022-11
Altaria,0.06392,2022-11
Spiritomb,0.06308,2022-11
Haxorus,0.06041,2022-11
Heracross,0.05899,2022-11
Primeape,0.05514,2022-11
Jumpluff,0.05391,2022-11
Eiscue,0.05317,2022-11
Slaking,0.05146,2022-11
Wugtrio,0.05078,2022-11
Crabominable,0.04636,2022-11
Ampharos,0.04636,2022-11
Leafeon,0.03972,2022-11
Toxicroak,0.03738,2022-11
Krookodile,0.03625,2022-11
Coalossal,0.03589,2022-11
Floatzel,0.03587,2022-11
Rabsca,0.03504,2022-11
Oricorio,0.03402,2022-11
Venomoth,0.02972,2022-11
Falinks,0.02927,2022-11
Medicham,0.02862,2022-11
Rotom-Frost,0.02743,2022-11
Vivillon,0.02622,2022-11
